r_fighter,b_fighter,winner,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg
Karl Roberson,Marvin Vettori,Blue,0,4,16,0.25,4,16,0.25,0,0,0,0,0,19,9,6,2.57,2.42,0.51,0.4,0.57,0.42,0.5,0.72,0,45,64,0.7,60,79,0.76,2,3,0.66,2,0,125,19,7,4.56,4.24,0.45,0.45,0.56,0.69,0.5,1.66
Charles Rosa,Kevin Aguilar,Red,0,69,173,0.39,69,173,0.4,0,1,0,0,0,0,14,8,3.08,3.86,0.36,0.35,0.47,0.38,1,1.67,0,53,135,0.39,53,135,0.39,0,2,0,0,0,4,17,5,3.96,4.81,0.4,0.16,0.52,0.78,0,0.16
Andre Fili,Charles Jourdain,Red,0,44,171,0.25,52,183,0.28,5,6,0.83,0,0,106,23,11,3.85,4.11,0.37,0.47,0.51,0.69,0.3,2.16,1,62,138,0.44,65,142,0.46,0,0,0,0,0,14,15,7,5.56,4.31,0.48,0.1,0.57,0.48,0.6,0.09
Jordan Espinosa,Mark De La Rosa,Red,0,126,185,0.68,188,254,0.74,2,3,0.66,0,0,142,15,9,4.22,2.94,0.52,0.28,0.57,0.7,0.2,0.75,0,37,118,0.31,43,127,0.34,0,3,0,0,0,229,11,5,3.13,5,0.35,0.13,0.48,0.4,0.2,0.54
Mariya Agapova,Hannah Cifers,Red,1,29,52,0.55,36,59,0.61,0,0,0,1,0,24,10,4,4.67,3.82,0.55,0.66,0.52,0.47,0.9,0.59,0,11,32,0.34,14,36,0.39,0,0,0,0,0,30,10,7,4.99,5.39,0.44,1,0.52,0.64,0.3,0.26
Merab Dvalishvili,Gustavo Lopez,Red,0,73,128,0.57,110,187,0.59,13,18,0.72,2,0,555,17,4,4.5,2.37,0.41,0.36,0.57,0.8,0.3,6.43,0,14,57,0.24,49,103,0.48,0,0,0,0,0,2,12,6,2.48,3.87,0.4,0.41,0.57,0.31,0.7,1.74
Julia Avila,Gina Mazany,Red,0,11,20,0.55,11,22,0.5,0,0,0,0,0,5,9,3,2.59,2.86,0.43,0.33,0.5,0.5,0.3,0.54,0,2,4,0.5,2,4,0.5,0,1,0,0,0,0,7,6,3.73,3.52,0.5,0.52,0.5,0.33,0.2,4.34
Tyson Nam,Zarrukh Adashev,Red,1,2,3,0.66,2,3,0.67,0,0,0,0,0,2,21,14,3.87,4.97,0.33,0,0.65,0.87,0,0,0,2,6,0.33,2,6,0.33,0,0,0,0,0,0,4,4,3.65,3.04,0.4,0,0.64,1,0.5,0
Anthony Ivy,Christian Aguilera,Blue,0,4,11,0.36,4,11,0.36,0,0,0,0,0,0,8,4,2.5,4.57,0.42,0.2,0.51,1,0,4.69,0,10,23,0.43,10,23,0.43,0,0,0,0,0,0,14,8,2.54,4.04,0.37,0,0.48,0.6,0,0
Amanda Nunes,Felicia Spencer,Red,0,124,214,0.57,132,222,0.59,6,7,0.85,1,0,481,23,5,4.55,2.62,0.51,0.54,0.57,0.82,0.7,2.73,0,42,130,0.32,70,161,0.43,0,7,0,0,0,9,9,3,3.21,4.54,0.48,0.18,0.45,0.27,0.2,1.18
Raphael Assuncao,Cody Garbrandt,Blue,0,17,52,0.32,17,52,0.33,0,0,0,0,0,0,28,10,3.22,2.5,0.42,0.39,0.66,0.78,0.2,1.65,1,19,43,0.44,20,45,0.44,0,0,0,0,0,3,14,5,3.06,3.91,0.4,0.34,0.6,0.8,0,1.1
Aljamain Sterling,Cory Sandhagen,Red,0,2,3,0.66,10,12,0.83,0,1,0,2,0,73,23,4,4.73,2.41,0.52,0.24,0.58,0.45,0.8,1.97,0,1,2,0.5,1,2,0.5,0,0,0,0,0,0,17,4,5.33,3.4,0.44,0.33,0.58,0.64,0.3,1.36
Neil Magny,Anthony Rocco Martin,Red,0,64,110,0.58,82,130,0.63,0,6,0,0,0,139,29,12,3.47,2.42,0.46,0.4,0.52,0.54,0.3,2.17,0,37,82,0.45,46,91,0.51,1,2,0.5,0,0,297,17,6,2.68,2.59,0.37,0.27,0.58,0.68,1,0.71
Eddie Wineland,Sean O'Malley,Blue,0,4,7,0.57,4,7,0.57,0,0,0,0,0,0,24,16,3.4,3.76,0.29,0.33,0.68,0.86,0.1,0.34,1,13,20,0.65,13,20,0.65,0,0,0,0,0,0,18,1,7.63,3.52,0.61,0.42,0.62,0.62,0.3,0.35
Alex Caceres,Chase Hooper,Red,1,103,164,0.62,109,170,0.64,1,1,1,0,0,151,21,14,4.16,2.93,0.5,0.68,0.63,0.64,0.7,0.56,0,53,187,0.28,60,197,0.3,0,2,0,0,1,176,13,3,4.86,3.59,0.51,0.22,0.36,0.55,2.2,1.42
Ian Heinisch,Gerald Meerschaert,Red,1,20,25,0.8,22,27,0.81,0,0,0,0,0,13,14,5,3.25,2.98,0.5,0.17,0.59,0.59,0.7,1.02,0,3,10,0.3,3,10,0.3,0,0,0,0,0,0,36,17,3.18,3.37,0.45,0.38,0.53,0.34,1.6,2.17
Cody Stamann,Brian Kelleher,Red,0,89,179,0.49,113,205,0.55,2,4,0.5,0,0,108,21,6,4.39,3.63,0.47,0.39,0.62,0.76,0,2.34,0,57,177,0.32,64,185,0.35,1,3,0.33,0,0,44,24,15,3.39,4.64,0.41,0.41,0.54,0.6,0.7,1.74
Charles Byrd,Maki Pitolo,Blue,0,11,25,0.44,16,31,0.52,1,2,0.5,0,1,174,10,7,3.43,2.63,0.55,0.5,0.55,0.4,1.5,2.5,0,29,59,0.49,33,65,0.51,3,3,1,0,0,112,13,9,4.1,3.93,0.44,0.52,0.55,0.5,0.8,2.24
Jussier Formiga,Alex Perez,Blue,0,18,41,0.43,18,41,0.44,0,0,0,0,0,0,23,8,1.42,2.34,0.39,0.35,0.64,0.87,0.6,1.82,2,29,61,0.47,29,61,0.48,0,0,0,0,0,4,24,8,4.12,3.14,0.46,0.44,0.59,0.82,1,2.26
Alonzo Menifield,Devin Clark,Blue,0,39,85,0.45,54,103,0.52,0,2,0,0,0,522,15,3,3.92,3.51,0.57,0.33,0.49,0.75,0.3,0.67,0,79,124,0.63,150,198,0.76,1,10,0.1,0,0,158,14,9,3.03,3.24,0.54,0.32,0.44,0.58,0.1,2.17
Evan Dunham,Herbert Burns,Blue,0,3,6,0.5,4,7,0.57,0,0,0,0,0,5,18,9,5.33,3.54,0.39,0.33,0.61,0.79,1,1.82,0,5,10,0.5,8,13,0.62,1,1,1,1,0,38,11,4,1.61,4.74,0.51,0.75,0.3,0.6,3.3,3.92
Tyron Woodley,Gilbert Burns,Blue,0,28,64,0.43,65,101,0.64,0,2,0,0,0,167,19,7,2.36,2.76,0.48,0.4,0.54,0.87,0.4,1.06,0,83,138,0.6,156,211,0.74,2,8,0.25,1,0,478,22,7,3.29,3.42,0.48,0.38,0.54,0.5,0.5,2.24
Blagoy Ivanov,Augusto Sakai,Blue,0,66,125,0.52,71,130,0.55,1,3,0.33,0,0,68,19,6,3.25,4.2,0.4,0.4,0.53,0.61,0.1,0.69,0,78,161,0.48,89,174,0.51,0,0,0,0,0,106,16,5,4.6,3.83,0.49,0.4,0.48,0.56,0,0.23
Billy Quarantillo,Spike Carlyle,Red,0,49,66,0.74,110,135,0.81,2,3,0.66,2,1,284,18,6,7.36,5.57,0.56,0.23,0.43,0.61,1.1,1.24,0,37,66,0.56,64,102,0.63,3,6,0.5,0,3,541,9,3,2.55,3.85,0.54,0.36,0.3,0.57,0.5,3.34
Roosevelt Roberts,Brok Weaver,Red,0,40,61,0.65,54,76,0.71,1,3,0.33,3,0,184,12,5,3.05,3.12,0.44,0.29,0.52,0.52,0.9,1.39,0,14,48,0.29,26,62,0.42,0,0,0,0,0,140,15,6,4.78,4.35,0.64,0.1,0.46,0.66,0.4,0.41
Mackenzie Dern,Hannah Cifers,Red,0,5,21,0.23,5,21,0.24,0,1,0,1,0,0,13,5,3.31,4.09,0.4,0.15,0.51,0.28,1.3,0.79,0,7,26,0.26,11,31,0.35,0,0,0,0,0,24,10,7,4.99,5.39,0.44,1,0.52,0.64,0.3,0.26
Katlyn Cerminara,Antonina Shevchenko,Red,0,73,108,0.67,200,240,0.83,3,3,1,4,0,636,18,6,4.58,4.48,0.34,0.15,0.62,0.5,0.3,0.31,0,25,64,0.39,37,76,0.49,0,0,0,0,0,0,10,4,3.86,2.93,0.55,0.42,0.52,0.53,0.4,0.43
Daniel Rodriguez,Gabe Green,Red,0,175,344,0.5,175,345,0.51,1,1,1,0,0,27,17,4,7.3,5.28,0.5,0.5,0.56,0.63,0.1,0.62,0,127,273,0.46,127,273,0.47,0,0,0,0,0,11,11,5,6.28,6.95,0.45,0.5,0.47,0.53,0.3,0.83
Tim Elliott,Brandon Royval,Blue,0,17,32,0.53,40,55,0.73,4,10,0.4,0,1,241,21,13,3.39,2.66,0.44,0.47,0.56,0.59,1,3.73,0,16,33,0.48,22,41,0.54,1,1,1,2,1,124,16,7,4.33,3.42,0.36,0.6,0.46,0.4,1.1,0.47
Louis Smolka,Casey Kenney,Blue,0,18,43,0.41,18,43,0.42,0,1,0,0,0,0,17,9,4.67,4.11,0.47,0.35,0.53,0.32,1.8,1.69,0,32,52,0.61,32,52,0.62,0,0,0,1,0,9,16,4,4.85,4.67,0.42,0.35,0.58,0.61,0.4,1.09
Chris Gutierrez,Vince Morales,Red,2,60,94,0.63,60,94,0.64,0,0,0,0,0,9,20,6,4.8,2.79,0.58,0.3,0.63,0.69,0.1,0.28,0,8,27,0.29,8,27,0.3,0,0,0,0,0,0,11,7,4.17,4.24,0.37,0.25,0.53,0.64,0,0.14
Alistair Overeem,Walt Harris,Red,1,68,85,0.8,97,115,0.84,1,1,1,0,0,262,47,19,3.67,2.44,0.64,0.55,0.57,0.73,0.8,1.42,1,25,48,0.52,25,48,0.52,0,0,0,0,0,47,13,10,3.05,3.33,0.39,0.28,0.54,0.7,0.1,0.29
Claudia Gadelha,Angela Hill,Red,0,84,210,0.4,92,218,0.42,1,4,0.25,0,0,167,18,5,3.31,4.57,0.41,0.42,0.57,0.58,0.7,3.03,1,90,176,0.51,93,179,0.52,0,0,0,0,0,37,16,13,5.44,4.94,0.5,0.34,0.61,0.75,0.1,0.73
Dan Ige,Edson Barboza,Red,0,79,164,0.48,100,189,0.53,1,4,0.25,0,0,126,18,7,3.76,3.52,0.45,0.26,0.57,0.58,0.3,1.06,1,80,144,0.55,87,152,0.57,0,0,0,0,0,115,24,11,4.18,4.34,0.45,0.5,0.57,0.75,0.1,0.48
Eryk Anders,Krzysztof Jotko,Blue,0,41,97,0.42,73,132,0.55,0,5,0,0,0,351,16,8,3.41,4.17,0.47,0.26,0.5,0.79,0.1,1.79,0,66,116,0.56,101,154,0.66,0,5,0,0,0,46,24,6,2.98,2.23,0.42,0.39,0.57,0.82,0.1,1.33
Song Yadong,Marlon Vera,Red,0,101,201,0.5,119,221,0.54,0,1,0,0,0,60,21,8,4.49,3.96,0.43,0.4,0.55,0.72,0.2,0.66,0,92,164,0.56,115,187,0.61,2,3,0.66,0,0,195,23,9,4.31,5.48,0.49,0.39,0.5,0.7,0.9,0.53
Matt Brown,Miguel Baeza,Blue,0,33,61,0.54,33,61,0.54,0,0,0,0,0,10,26,19,3.76,2.92,0.55,0.46,0.55,0.63,1.3,1.68,2,37,73,0.5,42,79,0.53,0,0,0,0,0,57,10,3,4.88,5.1,0.49,0.28,0.53,1,1.8,0.44
Anthony Hernandez,Kevin Holland,Blue,0,0,3,0,0,3,0,0,0,0,0,0,0,12,2,4.3,3.46,0.59,0.49,0.45,0.63,3,6.62,1,14,18,0.77,14,18,0.78,0,0,0,0,0,4,25,11,4.24,3.19,0.49,0.38,0.5,0.54,0.6,0.85
Giga Chikadze,Irwin Rivera,Red,1,61,135,0.45,61,135,0.45,1,1,1,0,0,6,15,3,4.08,3.44,0.43,0.33,0.62,0.69,0.2,0.23,0,34,94,0.36,35,95,0.37,0,4,0,0,0,3,10,6,3.36,5.07,0.44,0.16,0.57,0.7,0,1
Darren Elkins,Nate Landwehr,Blue,0,121,253,0.47,142,276,0.51,1,13,0.07,0,0,84,28,11,3.44,3.27,0.38,0.35,0.52,0.56,1.1,2.85,0,118,234,0.5,121,237,0.51,0,0,0,0,1,29,17,5,6.14,5.58,0.46,0.41,0.55,0.86,1.1,1.07
Cortney Casey,Mara Romero Borella,Red,0,6,12,0.5,18,24,0.75,0,0,0,2,0,0,10,10,4.29,4,0.39,0.31,0.55,0.39,0.5,0.39,0,5,7,0.71,21,24,0.88,1,2,0.5,0,0,175,12,9,2.54,2.48,0.37,0.44,0.71,0.66,0.2,1.83
Rodrigo Nascimento,Don'Tale Mayes,Red,0,32,52,0.61,45,65,0.69,2,2,1,1,0,143,11,1,4.31,4.76,0.48,0.33,0.43,0.77,0.7,1.2,0,27,48,0.56,42,65,0.65,0,0,0,0,0,93,10,6,3.6,3.84,0.44,0.43,0.46,0.6,0,0.79
Anthony Smith,Glover Teixeira,Blue,0,86,210,0.4,87,212,0.41,1,3,0.33,0,0,7,37,19,3.21,4.47,0.48,0.26,0.46,0.48,0.6,0.49,1,138,226,0.61,202,297,0.68,1,2,0.5,0,0,478,33,9,3.73,4.43,0.49,0.33,0.51,0.6,0.9,2.11
Ben Rothwell,Ovince Saint Preux,Red,0,56,110,0.5,86,142,0.61,1,3,0.33,0,0,349,39,14,3.71,4.63,0.42,0.34,0.47,0.7,0.4,0.68,1,42,82,0.51,46,87,0.53,0,0,0,0,0,22,27,17,3.03,3.32,0.47,0.36,0.47,0.67,0.5,1.1
Alexander Hernandez,Drew Dober,Blue,0,34,108,0.31,41,115,0.36,3,5,0.6,0,0,67,14,7,4.63,4.9,0.41,0.31,0.56,0.6,0.1,1.2,0,61,145,0.42,65,149,0.44,0,0,0,0,0,11,27,13,4.34,4.23,0.4,0.18,0.51,0.56,0.1,0.71
Ricky Simon,Ray Borg,Red,0,67,144,0.46,93,170,0.55,7,11,0.63,0,0,323,20,5,3.01,3.61,0.43,0.46,0.61,0.76,0.4,5.49,0,47,91,0.51,53,98,0.54,0,2,0,0,1,30,13,5,1.52,1.93,0.52,0.5,0.48,0.46,1,3.89
Andrei Arlovski,Philipe Lins,Red,0,50,107,0.46,50,107,0.47,0,0,0,0,0,0,34,23,3.78,3.2,0.45,0.36,0.57,0.76,0.2,0.38,0,41,99,0.41,41,99,0.41,0,0,0,0,0,7,18,5,3.8,3.59,0.49,0.33,0.46,1,0,1.65
Michael Johnson,Thiago Moises,Blue,0,27,60,0.45,28,61,0.46,0,0,0,0,0,21,23,19,4.27,3.83,0.39,0.41,0.57,0.81,0,0.62,0,1,16,0.06,1,16,0.06,0,3,0,1,0,0,18,7,2.47,4.19,0.4,0.44,0.55,0.56,1.3,1.64
Sijara Eubanks,Sarah Moras,Red,0,85,171,0.49,104,190,0.55,2,2,1,0,0,254,8,7,4.3,3.43,0.43,0.44,0.57,0.66,0.3,1.9,0,44,138,0.31,84,179,0.47,0,1,0,0,0,0,6,8,2.28,3.58,0.34,0.21,0.5,0.33,0.8,0.67
Gabriel Benitez,Omar Morales,Blue,0,50,179,0.27,50,179,0.28,0,1,0,0,0,0,23,12,4.92,4.26,0.41,0.5,0.62,0.55,1,0.24,0,63,215,0.29,63,215,0.29,0,0,0,0,0,0,11,4,3.42,3.18,0.4,1,0.58,0.63,0,0.46
Hunter Azure,Brian Kelleher,Blue,0,62,132,0.46,67,139,0.48,0,0,0,0,0,21,9,2,3.92,2.08,0.53,0.34,0.58,0.67,1.3,1.97,1,29,99,0.29,32,102,0.31,0,4,0,0,0,29,24,15,3.39,4.64,0.41,0.41,0.54,0.6,0.7,1.74
Chase Sherman,Ike Villanueva,Red,1,51,87,0.58,51,87,0.59,0,0,0,0,0,0,16,12,6.04,6.65,0.45,0.5,0.52,0.74,0,0.09,0,16,54,0.29,16,54,0.3,0,0,0,0,0,0,18,14,3.66,7.24,0.38,0.5,0.36,1,0,0.6
Tony Ferguson,Justin Gaethje,Blue,0,136,296,0.45,136,296,0.46,0,0,0,0,0,0,26,10,4.94,4.41,0.45,0.35,0.55,0.67,0.9,0.39,0,143,197,0.72,143,197,0.73,0,0,0,0,0,0,25,4,7.35,7.5,0.6,0.25,0.53,0.75,0,0.13
Henry Cejudo,Dominick Cruz,Red,1,53,83,0.63,56,86,0.65,1,5,0.2,0,0,14,16,4,3.77,3.29,0.46,0.32,0.6,0.75,0.2,1.99,0,33,81,0.4,33,81,0.41,0,4,0,0,0,0,24,4,3.91,2.61,0.33,0.42,0.7,0.83,0.1,2.82
Francis Ngannou,Jairzinho Rozenstruik,Red,1,6,13,0.46,6,13,0.46,0,0,0,0,0,2,17,3,2.33,2.16,0.41,0.62,0.41,0.71,0.3,0.76,0,5,5,1,5,5,1,0,0,0,0,0,0,14,5,3.44,2.78,0.49,0,0.47,0.75,0,0
Jeremy Stephens,Calvin Kattar,Blue,0,57,104,0.54,57,104,0.55,0,0,0,0,0,6,28,19,3.17,3.05,0.4,0.38,0.58,0.65,0.4,1.16,1,52,113,0.46,52,113,0.46,0,1,0,0,0,6,23,7,5.12,7.1,0.39,0.29,0.54,0.91,0.1,0.42
Greg Hardy,Yorgan De Castro,Red,0,55,124,0.44,66,135,0.49,0,0,0,0,0,53,7,5,4.79,3.31,0.5,0.33,0.55,0.64,0,0.2,0,24,69,0.34,24,69,0.35,0,0,0,0,0,0,6,3,2.46,3.85,0.43,0,0.53,0.77,0,0
Anthony Pettis,Donald Cerrone,Red,0,63,113,0.55,81,133,0.61,0,1,0,0,0,0,24,10,3.05,3.44,0.47,0.5,0.54,0.6,1.1,0.61,0,62,148,0.41,62,148,0.42,2,8,0.25,0,0,106,36,17,4.41,4.48,0.46,0.33,0.53,0.73,1.2,1.16
Aleksei Oleinik,Fabricio Werdum,Red,0,94,183,0.51,149,241,0.62,0,0,0,0,1,233,60,17,3.29,3.8,0.48,0.46,0.44,0.37,1.9,1.82,0,53,83,0.63,70,101,0.69,3,7,0.42,1,1,235,24,9,3.59,2.64,0.52,0.31,0.55,0.31,1.2,1.75
Carla Esparza,Michelle Waterson-Gomez,Red,0,45,103,0.43,48,106,0.45,1,10,0.1,0,0,46,20,7,2.16,2.69,0.4,0.35,0.55,0.47,0.3,3.22,0,44,98,0.44,44,98,0.45,0,0,0,0,0,0,18,12,3.56,4.19,0.46,0.32,0.49,0.7,0.7,1.42
Vicente Luque,Niko Price,Red,1,130,237,0.54,130,237,0.55,0,0,0,0,0,25,22,9,5.17,5.15,0.52,0.6,0.52,0.62,0.7,1.04,0,129,291,0.44,144,307,0.47,1,4,0.25,0,0,109,15,7,5.46,5.6,0.42,0.2,0.48,0.64,0.7,0.7
Bryce Mitchell,Charles Rosa,Red,0,40,49,0.81,60,74,0.81,3,3,1,5,0,771,16,3,2.3,1.63,0.58,0.41,0.58,0.33,1.6,3.45,0,5,10,0.5,12,17,0.71,0,0,0,0,0,0,14,8,3.08,3.86,0.36,0.35,0.47,0.38,1,1.67
Ryan Spann,Sam Alvey,Red,0,51,115,0.44,52,116,0.45,2,7,0.28,1,0,181,21,9,3.42,3.91,0.4,0.35,0.45,0.47,1.5,1.29,0,57,108,0.52,103,156,0.66,0,0,0,0,0,29,33,18,3.28,3.63,0.44,0.14,0.52,0.82,0.1,0.06
Kevin Lee,Charles Oliveira,Blue,0,41,80,0.51,61,100,0.61,2,3,0.66,0,1,390,18,8,3.88,3.6,0.42,0.43,0.5,0.75,0.8,3.18,0,43,65,0.66,51,73,0.7,0,1,0,2,1,11,34,9,3.54,3.19,0.53,0.4,0.51,0.55,2.7,2.32
Demian Maia,Gilbert Burns,Blue,0,4,7,0.57,4,7,0.57,2,2,1,0,0,83,28,11,1.8,2.07,0.43,0.24,0.63,0.61,1,2.49,1,13,16,0.81,14,17,0.82,0,0,0,0,0,4,22,7,3.29,3.42,0.48,0.38,0.54,0.5,0.5,2.24
Renato Moicano,Damir Hadzovic,Red,0,1,2,0.5,4,5,0.8,1,1,1,1,0,25,18,5,4.41,3.8,0.47,0.47,0.6,0.72,0.6,1.8,0,1,5,0.2,1,5,0.2,0,0,0,0,0,0,14,7,3.36,3.26,0.48,0.55,0.62,0.34,0.2,0.78
Johnny Walker,Nikita Krylov,Blue,0,37,50,0.74,91,112,0.81,0,0,0,0,1,145,21,8,3.81,2.83,0.53,1,0.44,0.57,0.9,0.46,0,45,58,0.77,128,148,0.86,3,8,0.37,0,1,680,30,9,4.38,2.47,0.55,0.38,0.44,0.53,1.4,2.29
Francisco Trinaldo,John Makdessi,Red,0,55,126,0.43,55,126,0.44,0,1,0,0,0,0,28,9,3.13,2.67,0.45,0.42,0.6,0.6,0.5,0.98,0,67,123,0.54,68,124,0.55,0,0,0,0,0,0,18,9,5.52,4.15,0.49,0,0.68,0.86,0,0
Jussier Formiga,Brandon Moreno,Blue,0,15,32,0.46,61,81,0.75,1,9,0.11,1,1,253,23,8,1.42,2.34,0.39,0.35,0.64,0.87,0.6,1.82,0,33,82,0.4,94,147,0.64,0,2,0,0,1,225,21,8,3.87,3.63,0.44,0.46,0.59,0.63,0.5,1.74
Amanda Ribas,Randa Markos,Red,0,85,159,0.53,173,254,0.68,1,3,0.33,2,1,445,12,5,4.63,3.4,0.4,0.51,0.61,0.85,0.7,2.07,0,36,77,0.46,56,99,0.57,1,1,1,0,0,60,11,12,2.97,3.1,0.43,0.28,0.58,0.52,0.2,1.12
Elizeu Zaleski dos Santos,Aleksei Kunchenko,Red,0,62,156,0.39,74,169,0.44,2,4,0.5,0,0,150,24,7,4.52,3.33,0.42,0.13,0.57,0.68,0.4,0.43,0,57,112,0.5,97,156,0.62,0,0,0,0,0,24,20,2,3.67,2.83,0.44,0.33,0.63,0.8,0,0.25
Mayra Bueno Silva,Maryna Moroz,Blue,0,88,146,0.6,92,150,0.61,0,0,0,0,0,45,10,3,3.84,4.86,0.57,0.38,0.53,0.68,1.6,0.68,0,139,247,0.56,176,298,0.59,2,8,0.25,0,0,269,11,6,4.42,4.89,0.33,0.24,0.51,0.42,0.6,0.7
Bruno Silva,David Dvorak,Blue,0,45,97,0.46,60,112,0.54,3,11,0.27,0,0,91,13,5,3.05,3.09,0.46,0.3,0.59,0.64,0.3,2.57,0,67,133,0.5,92,161,0.57,0,1,0,0,2,73,20,6,3.48,3.29,0.43,0.3,0.59,0.7,0.2,0.58
Veronica Hardy,Bea Malecki,Blue,0,93,258,0.36,106,271,0.39,0,9,0,0,0,12,8,4,3.27,4.1,0.45,0.41,0.46,0.57,0.4,1.27,0,130,247,0.52,190,326,0.58,0,0,0,0,0,204,4,1,6.84,6.96,0.46,0,0.62,0.78,1.1,0
Israel Adesanya,Yoel Romero,Red,0,48,132,0.36,48,132,0.36,0,0,0,0,0,0,24,3,3.93,3.11,0.48,0.14,0.56,0.77,0.1,0.05,0,40,89,0.44,40,89,0.45,0,3,0,0,0,0,13,5,3.44,3.05,0.49,0.3,0.6,0.78,0,1.57
Zhang Weili,Joanna Jedrzejczyk,Red,0,165,408,0.4,170,413,0.41,1,8,0.12,0,0,74,24,3,5.94,3.44,0.51,0.42,0.53,0.66,0.4,2.29,0,186,360,0.51,196,370,0.53,0,0,0,0,0,60,16,5,6.28,3.25,0.48,0.62,0.62,0.8,0.1,0.27
Beneil Dariush,Drakkar Klose,Red,1,12,20,0.6,17,28,0.61,1,3,0.33,2,0,261,22,6,3.78,2.65,0.48,0.34,0.57,0.8,0.9,1.9,0,15,25,0.6,27,37,0.73,0,0,0,0,0,0,14,2,4.33,3.4,0.55,0.3,0.52,0.68,0,1.78
Neil Magny,Li Jingliang,Red,0,74,139,0.53,123,188,0.65,4,7,0.57,0,0,306,29,12,3.47,2.42,0.46,0.4,0.52,0.54,0.3,2.17,0,16,62,0.25,16,65,0.25,2,3,0.66,0,0,219,19,8,4.46,3.84,0.42,0.41,0.57,0.6,0,1.25
Alex Oliveira,Max Griffin,Red,0,40,77,0.51,61,98,0.62,1,5,0.2,0,0,210,22,12,2.99,2.55,0.51,0.38,0.46,0.63,0.6,2.35,0,23,50,0.46,62,96,0.65,2,3,0.66,0,1,333,20,10,3.92,3.81,0.49,0.41,0.57,0.68,0.3,1.45
Sean O'Malley,Jose Quinonez,Red,0,18,22,0.81,18,22,0.82,0,0,0,0,0,2,18,1,7.63,3.52,0.61,0.42,0.62,0.62,0.3,0.35,0,0,11,0,0,11,0,0,0,0,0,0,0,9,5,3.6,3,0.45,0.47,0.64,0.42,0.6,2.7
Mark Madsen,Austin Hubbard,Red,0,15,58,0.25,20,65,0.31,8,12,0.66,0,0,481,12,2,3.56,3.97,0.49,0.66,0.52,0.62,0,2.86,0,41,75,0.54,45,79,0.57,0,0,0,0,0,0,16,7,3.83,3.37,0.46,0.52,0.56,0.63,0,1.55
Rodolfo Vieira,Saparbeg Safarov,Red,0,5,10,0.5,10,15,0.67,2,2,1,1,0,114,10,2,3.19,4.6,0.54,0.3,0.49,1,1.6,4.18,0,5,10,0.5,7,12,0.58,0,0,0,0,0,0,9,3,4.03,2.96,0.48,0.41,0.47,0.33,0,2.52
Gerald Meerschaert,Deron Winn,Red,1,86,187,0.45,86,188,0.46,1,1,1,1,0,21,36,17,3.18,3.37,0.45,0.38,0.53,0.34,1.6,2.17,0,53,111,0.47,53,111,0.48,1,2,0.5,0,0,11,7,3,4.55,6.21,0.44,0.52,0.46,0.4,0,4.28
Giga Chikadze,Jamall Emmers,Red,0,38,122,0.31,40,125,0.32,0,0,0,0,1,20,15,3,4.08,3.44,0.43,0.33,0.62,0.69,0.2,0.23,0,54,127,0.42,57,130,0.44,2,6,0.33,0,0,123,20,7,5.1,3.79,0.48,0.4,0.57,0.9,0.2,1.96
Batgerel Danaa,Guido Cannetti,Red,1,17,33,0.51,17,33,0.52,0,0,0,0,0,3,12,5,5.38,4.21,0.36,0.5,0.47,0.62,0,0.52,0,11,23,0.47,11,23,0.48,0,0,0,0,0,0,10,8,3.44,2.84,0.55,0.55,0.51,0.64,0.4,2.27
Joseph Benavidez,Deiveson Figueiredo,Blue,0,46,94,0.48,46,94,0.49,0,2,0,0,0,10,28,8,3.52,2.67,0.34,0.3,0.61,0.62,0.6,1.41,1,25,49,0.51,25,49,0.51,1,1,1,1,0,27,22,3,3.08,3.46,0.55,0.44,0.51,0.58,1.6,1.65
Felicia Spencer,Zarah Fairn,Red,0,40,64,0.62,68,98,0.69,1,2,0.5,0,0,141,9,3,3.21,4.54,0.48,0.18,0.45,0.27,0.2,1.18,0,13,28,0.46,14,29,0.48,0,0,0,0,0,0,6,6,4.55,7.4,0.31,0,0.45,0.6,0,0
Ion Cutelaba,Magomed Ankalaev,Blue,0,5,11,0.45,5,11,0.45,0,0,0,0,0,0,17,10,4.44,3.43,0.43,0.57,0.47,0.76,0,4.17,0,8,12,0.66,8,12,0.67,0,0,0,0,0,0,19,1,3.64,2.25,0.53,0.31,0.59,0.86,0,1.02
Megan Anderson,Norma Dumont,Red,1,7,14,0.5,32,39,0.82,0,1,0,0,1,14,11,5,1.76,3.35,0.46,0.25,0.37,0.53,0.5,0.52,0,5,16,0.31,14,25,0.56,1,3,0.33,0,0,139,10,2,3.41,1.99,0.49,0.64,0.66,0.72,0,1.39
